"food_id","food_name","food_type","meal_type","quantity","expiry_date","provider_id","provider_name","city","provider_type","contact","claim_id","status"
503,"Rice","Non-Vegetarian","Snacks",40,"2025-03-29",861,"Rogers, Robbins and Cook","Lake Kendramouth","Grocery Store","387-013-3363",0,"Not Claimed"
504,"Rice","Vegetarian","Lunch",28,"2025-03-30",227,"Morse-Hoffman","Derekport","Grocery Store"," 440514-8820-3017",78,"Completed"
504,"Rice","Vegetarian","Lunch",28,"2025-03-30",227,"Morse-Hoffman","Derekport","Grocery Store"," 440514-8820-3017",173,"Completed"
505,"Pasta","Vegetarian","Snacks",12,"2025-03-22",494,"Anderson, Adams and Roberts","New Denise","Supermarket","+1-941-120-2190-554",94,"Cancelled"
505,"Pasta","Vegetarian","Snacks",12,"2025-03-22",494,"Anderson, Adams and Roberts","New Denise","Supermarket","+1-941-120-2190-554",590,"Cancelled"
505,"Pasta","Vegetarian","Snacks",12,"2025-03-22",494,"Anderson, Adams and Roberts","New Denise","Supermarket","+1-941-120-2190-554",762,"Cancelled"
506,"Fruits","Non-Vegetarian","Snacks",37,"2025-03-29",793,"Thomas-Flores","West Brandon","Grocery Store","567-080-9984-776",0,"Not Claimed"
507,"Chicken","Vegetarian","Lunch",43,"2025-03-26",968,"Robinson, Schaefer and Foster","Christopherton","Restaurant","+1-235-607-0553-247",52,"Cancelled"
507,"Chicken","Vegetarian","Lunch",43,"2025-03-26",968,"Robinson, Schaefer and Foster","Christopherton","Restaurant","+1-235-607-0553-247",237,"Cancelled"
508,"Dairy","Vegan","Lunch",42,"2025-03-18",176,"Allen-Mccullough","East John","Restaurant","8921994982",580,"Pending"
508,"Dairy","Vegan","Lunch",42,"2025-03-18",176,"Allen-Mccullough","East John","Restaurant","8921994982",779,"Cancelled"
509,"Dairy","Non-Vegetarian","Snacks",18,"2025-03-17",980,"Baker Group","Port Melissa","Restaurant","808-838-1022-168",547,"Cancelled"
510,"Salad","Non-Vegetarian","Dinner",33,"2025-03-28",697,"Rodriguez, Thomas and Foster","Padillatown","Restaurant","564-331-0431",861,"Cancelled"
511,"Salad","Vegan","Snacks",25,"2025-03-27",879,"Hughes Ltd","Lake Michael","Supermarket"," 512654-3742-7158",0,"Not Claimed"
512,"Chicken","Vegetarian","Lunch",20,"2025-03-27",911,"Alexander PLC","Garciatown","Restaurant","599-601-7460",843,"Cancelled"
513,"Fruits","Vegetarian","Snacks",49,"2025-03-18",255,"Chapman, Barrett and Lopez","Crystalborough","Supermarket","158-680-9083-1158",0,"Not Claimed"
514,"Salad","Vegetarian","Snacks",20,"2025-03-24",880,"Johnson-Brown","Sheenashire","Catering Service","252-571-8129",0,"Not Claimed"
515,"Dairy","Vegan","Lunch",10,"2025-03-27",725,"Nguyen, Chan and Brown","New Evanport","Grocery Store","747-692-4848-020",529,"Completed"
515,"Dairy","Vegan","Lunch",10,"2025-03-27",725,"Nguyen, Chan and Brown","New Evanport","Grocery Store","747-692-4848-020",885,"Pending"
516,"Fish","Non-Vegetarian","Breakfast",24,"2025-03-23",846,"Miller Inc","South Thomasville","Supermarket","394-144-5269-2229",0,"Not Claimed"
517,"Dairy","Vegan","Dinner",4,"2025-03-26",45,"Butler, Kennedy and Cowan","East Deniseborough","Catering Service"," 704033-6760-72290",462,"Completed"
518,"Fruits","Vegan","Lunch",46,"2025-03-22",210,"Jones-Miller","Paulmouth","Grocery Store","028-684-5516-43547",267,"Cancelled"
519,"Pasta","Non-Vegetarian","Lunch",43,"2025-03-26",7,"Ortiz-Lee","Lake Christopherburgh","Restaurant"," 563889-7190",0,"Not Claimed"
520,"Fish","Non-Vegetarian","Breakfast",23,"2025-03-25",559,"Young, Moran and Morris","New Baileyfort","Catering Service","+1-750-812-7169-04781",258,"Cancelled"
520,"Fish","Non-Vegetarian","Breakfast",23,"2025-03-25",559,"Young, Moran and Morris","New Baileyfort","Catering Service","+1-750-812-7169-04781",548,"Completed"
520,"Fish","Non-Vegetarian","Breakfast",23,"2025-03-25",559,"Young, Moran and Morris","New Baileyfort","Catering Service","+1-750-812-7169-04781",661,"Pending"
520,"Fish","Non-Vegetarian","Breakfast",23,"2025-03-25",559,"Young, Moran and Morris","New Baileyfort","Catering Service","+1-750-812-7169-04781",935,"Cancelled"
521,"Vegetables","Vegan","Snacks",23,"2025-03-17",792,"Rogers-Maldonado","Mortonfort","Catering Service","343-728-0009-45256",514,"Cancelled"
522,"Rice","Vegetarian","Lunch",7,"2025-03-22",783,"Cooper LLC","Port Melanie","Restaurant","001-120-947-8177-14998",604,"Completed"
523,"Salad","Non-Vegetarian","Lunch",29,"2025-03-22",351,"Berry-Mack","South Stefanietown","Grocery Store"," 769872-1659",218,"Pending"
524,"Soup","Vegan","Snacks",25,"2025-03-18",387,"Barrera-Ward","West Juliabury","Grocery Store","958-242-0037",446,"Cancelled"
525,"Soup","Vegetarian","Lunch",30,"2025-03-16",717,"Shepherd and Sons","Pamelaberg","Catering Service","+1-508-027-9784",411,"Pending"
526,"Rice","Vegetarian","Lunch",11,"2025-03-30",883,"Lewis, Wagner and Solis","New Jacob","Supermarket","001-094-480-8706",68,"Pending"
527,"Dairy","Non-Vegetarian","Snacks",3,"2025-03-23",674,"Reid-Johnson","Anthonyhaven","Restaurant","071-461-6662-422",0,"Not Claimed"
528,"Chicken","Vegan","Snacks",6,"2025-03-27",677,"Gonzalez, Dunn and Oconnell","Williamsmouth","Grocery Store","+1-605-449-8141-1518",351,"Pending"
528,"Chicken","Vegan","Snacks",6,"2025-03-27",677,"Gonzalez, Dunn and Oconnell","Williamsmouth","Grocery Store","+1-605-449-8141-1518",429,"Pending"
528,"Chicken","Vegan","Snacks",6,"2025-03-27",677,"Gonzalez, Dunn and Oconnell","Williamsmouth","Grocery Store","+1-605-449-8141-1518",810,"Cancelled"
529,"Dairy","Non-Vegetarian","Dinner",48,"2025-03-17",901,"Galvan Ltd","West Melissastad","Supermarket","6379149942",694,"Completed"
529,"Dairy","Non-Vegetarian","Dinner",48,"2025-03-17",901,"Galvan Ltd","West Melissastad","Supermarket","6379149942",806,"Pending"
530,"Soup","Vegetarian","Breakfast",32,"2025-03-27",583,"Martin-Wright","Marcstad","Catering Service"," 870723-3756-318",0,"Not Claimed"
531,"Salad","Vegan","Lunch",42,"2025-03-17",57,"Cook Group","Port Robin","Grocery Store","983-295-7995",279,"Pending"
531,"Salad","Vegan","Lunch",42,"2025-03-17",57,"Cook Group","Port Robin","Grocery Store","983-295-7995",453,"Cancelled"
532,"Bread","Non-Vegetarian","Breakfast",50,"2025-03-20",550,"Phelps, Graham and Hayes","Timothychester","Catering Service"," 512814-0594-96653",500,"Completed"
533,"Fruits","Vegetarian","Breakfast",25,"2025-03-17",273,"Hammond LLC","New Carol","Supermarket","001-324-482-4894",0,"Not Claimed"
534,"Vegetables","Non-Vegetarian","Dinner",34,"2025-03-30",223,"Hodges and Sons","Longland","Restaurant","504-107-9130",54,"Cancelled"
534,"Vegetables","Non-Vegetarian","Dinner",34,"2025-03-30",223,"Hodges and Sons","Longland","Restaurant","504-107-9130",422,"Completed"
535,"Fish","Vegan","Snacks",24,"2025-03-29",668,"Williams, Simpson and Waters","Salinasville","Grocery Store","9364930023",0,"Not Claimed"
536,"Rice","Vegan","Dinner",13,"2025-03-19",683,"Pratt Ltd","Christinetown","Grocery Store","001-318-035-8959-2452",357,"Cancelled"
537,"Salad","Vegetarian","Breakfast",9,"2025-03-17",949,"Jackson, Howe and Gentry","Lake Deborah","Supermarket","071-338-9174",0,"Not Claimed"
538,"Dairy","Vegetarian","Lunch",18,"2025-03-29",840,"Farmer Ltd","Cisnerostown","Restaurant","924-147-5562-1759",71,"Cancelled"
538,"Dairy","Vegetarian","Lunch",18,"2025-03-29",840,"Farmer Ltd","Cisnerostown","Restaurant","924-147-5562-1759",362,"Cancelled"
539,"Vegetables","Vegetarian","Breakfast",14,"2025-03-22",161,"Campbell LLC","Perezport","Supermarket","001-211-446-3315-74760",0,"Not Claimed"
540,"Soup","Non-Vegetarian","Snacks",33,"2025-03-22",31,"Thompson-Kerr","South Kellyberg","Grocery Store"," 786641-7043",686,"Pending"
541,"Vegetables","Vegan","Dinner",12,"2025-03-29",549,"Doyle, Clark and Campbell","East Deborah","Catering Service","205-237-3375",0,"Not Claimed"
542,"Bread","Vegetarian","Lunch",7,"2025-03-26",926,"Perkins Ltd","North Chase","Grocery Store","+1-701-674-2402",0,"Not Claimed"
543,"Fruits","Vegan","Dinner",9,"2025-03-26",526,"Harrington, Jimenez and Carr","South Tylerstad","Supermarket","154-764-8062",51,"Pending"
544,"Soup","Non-Vegetarian","Dinner",36,"2025-03-30",551,"Holland, Caldwell and Oliver","East Sandratown","Restaurant"," 670960-9465",252,"Completed"
544,"Soup","Non-Vegetarian","Dinner",36,"2025-03-30",551,"Holland, Caldwell and Oliver","East Sandratown","Restaurant"," 670960-9465",878,"Cancelled"
545,"Pasta","Vegetarian","Snacks",23,"2025-03-29",984,"Gamble-Davis","South Edwardtown","Catering Service","298-868-0798-375",900,"Completed"
546,"Pasta","Vegan","Snacks",33,"2025-03-24",116,"Mcdaniel-Morales","Moseshaven","Grocery Store","001-702-836-3122",0,"Not Claimed"
547,"Chicken","Vegan","Snacks",26,"2025-03-23",825,"Smith, Lynch and Anderson","South Bryan","Supermarket","+1-560-761-6843-29675",0,"Not Claimed"
548,"Fish","Vegan","Snacks",26,"2025-03-19",714,"Ramos Group","North William","Catering Service","727-987-0431-177",140,"Completed"
548,"Fish","Vegan","Snacks",26,"2025-03-19",714,"Ramos Group","North William","Catering Service","727-987-0431-177",346,"Pending"
548,"Fish","Vegan","Snacks",26,"2025-03-19",714,"Ramos Group","North William","Catering Service","727-987-0431-177",398,"Pending"
548,"Fish","Vegan","Snacks",26,"2025-03-19",714,"Ramos Group","North William","Catering Service","727-987-0431-177",405,"Completed"
548,"Fish","Vegan","Snacks",26,"2025-03-19",714,"Ramos Group","North William","Catering Service","727-987-0431-177",480,"Pending"
549,"Rice","Non-Vegetarian","Breakfast",34,"2025-03-23",631,"Mueller, Savage and Hudson","North Kevinhaven","Supermarket"," 995505-1664",0,"Not Claimed"
550,"Rice","Vegan","Dinner",16,"2025-03-29",836,"Phillips PLC","New Ninashire","Catering Service","+1-041-200-9724-3812",222,"Pending"
551,"Chicken","Vegan","Lunch",4,"2025-03-26",245,"Williams and Sons","Lake Heather","Restaurant","+1-279-007-2137-9870",976,"Completed"
552,"Dairy","Vegetarian","Dinner",44,"2025-03-21",98,"Hogan-Johnston","Gardnerfort","Supermarket","184-472-6932",0,"Not Claimed"
553,"Salad","Vegan","Breakfast",36,"2025-03-24",93,"Davis, Vaughan and Shepherd","New Daniel","Supermarket"," 147151-2023-6618",343,"Pending"
554,"Soup","Non-Vegetarian","Breakfast",31,"2025-03-20",754,"Rodriguez and Sons","North Sharonburgh","Restaurant","477-309-3018-208",284,"Pending"
554,"Soup","Non-Vegetarian","Breakfast",31,"2025-03-20",754,"Rodriguez and Sons","North Sharonburgh","Restaurant","477-309-3018-208",636,"Cancelled"
555,"Dairy","Vegan","Breakfast",47,"2025-03-20",371,"Montgomery, Dominguez and Hopkins","Solisburgh","Grocery Store","575-394-8230-121",594,"Pending"
556,"Fish","Vegan","Lunch",48,"2025-03-21",938,"Barker LLC","Hollyhaven","Restaurant","+1-530-780-2072-25507",46,"Cancelled"
557,"Vegetables","Non-Vegetarian","Dinner",20,"2025-03-30",169,"Hines-Green","Lindseyland","Grocery Store"," 054626-5986-842",157,"Completed"
558,"Chicken","Vegetarian","Snacks",32,"2025-03-20",267,"Sherman-Garza","Port Kevinburgh","Catering Service"," 357159-0029-4117",241,"Completed"
558,"Chicken","Vegetarian","Snacks",32,"2025-03-20",267,"Sherman-Garza","Port Kevinburgh","Catering Service"," 357159-0029-4117",873,"Pending"
558,"Chicken","Vegetarian","Snacks",32,"2025-03-20",267,"Sherman-Garza","Port Kevinburgh","Catering Service"," 357159-0029-4117",966,"Cancelled"
559,"Salad","Vegan","Dinner",18,"2025-03-22",814,"Scott, Lopez and Baldwin","Allenborough","Grocery Store","001-590-644-2836",579,"Completed"
560,"Fruits","Non-Vegetarian","Snacks",41,"2025-03-18",850,"Cooper, Osborn and Clark","North Stevenbury","Grocery Store","001-548-930-4392-6738",542,"Completed"
560,"Fruits","Non-Vegetarian","Snacks",41,"2025-03-18",850,"Cooper, Osborn and Clark","North Stevenbury","Grocery Store","001-548-930-4392-6738",587,"Pending"
561,"Pasta","Non-Vegetarian","Lunch",47,"2025-03-20",861,"Rogers, Robbins and Cook","Lake Kendramouth","Grocery Store","387-013-3363",0,"Not Claimed"
562,"Dairy","Vegan","Dinner",3,"2025-03-30",906,"Wright LLC","West Kevin","Supermarket","001-515-383-6029-214",358,"Completed"
563,"Pasta","Non-Vegetarian","Lunch",37,"2025-03-19",554,"Jackson Ltd","Brandyberg","Restaurant","920-705-5617-44135",964,"Pending"
564,"Fish","Non-Vegetarian","Lunch",29,"2025-03-28",518,"Hill, Davis and Stewart","Anneville","Grocery Store","+1-608-953-5542-841",347,"Pending"
565,"Pasta","Non-Vegetarian","Lunch",36,"2025-03-24",41,"Kelly-Ware","Bentleyburgh","Catering Service"," 033969-7445-782",484,"Cancelled"
565,"Pasta","Non-Vegetarian","Lunch",36,"2025-03-24",41,"Kelly-Ware","Bentleyburgh","Catering Service"," 033969-7445-782",882,"Completed"
566,"Fish","Vegan","Lunch",8,"2025-03-17",328,"Walker, Brennan and Townsend","Port Rubenville","Grocery Store"," 194900-2168",0,"Not Claimed"
567,"Bread","Vegetarian","Breakfast",3,"2025-03-28",234,"Sherman-Baker","New Joel","Catering Service","301-017-1427",0,"Not Claimed"
568,"Fruits","Non-Vegetarian","Breakfast",11,"2025-03-29",709,"Barry Group","South Kathryn","Restaurant","+1-533-592-0009-5523",270,"Completed"
569,"Fish","Vegan","Lunch",20,"2025-03-25",68,"Sherman-Wolfe","North Elizabeth","Supermarket","001-797-628-1681-740",0,"Not Claimed"
570,"Vegetables","Non-Vegetarian","Breakfast",8,"2025-03-16",659,"Callahan-Olsen","East Lori","Restaurant","479-524-3396-53216",608,"Cancelled"
571,"Salad","Non-Vegetarian","Breakfast",39,"2025-03-18",49,"Miller, Braun and Graham","Lake Traceyburgh","Supermarket","001-704-201-5818-1702",916,"Pending"
572,"Bread","Vegetarian","Dinner",46,"2025-03-22",212,"Dennis, Parker and Sanchez","Port Markview","Supermarket","921-065-5873-078",238,"Cancelled"
572,"Bread","Vegetarian","Dinner",46,"2025-03-22",212,"Dennis, Parker and Sanchez","Port Markview","Supermarket","921-065-5873-078",421,"Pending"
573,"Fish","Vegetarian","Snacks",40,"2025-03-30",111,"Ball-Church","South Davidside","Supermarket"," 352764-4709",289,"Pending"
574,"Vegetables","Non-Vegetarian","Breakfast",17,"2025-03-29",239,"Simpson, Thomas and Smith","South Bradleyburgh","Grocery Store","001-117-114-7043",743,"Cancelled"
574,"Vegetables","Non-Vegetarian","Breakfast",17,"2025-03-29",239,"Simpson, Thomas and Smith","South Bradleyburgh","Grocery Store","001-117-114-7043",933,"Cancelled"
575,"Pasta","Non-Vegetarian","Breakfast",15,"2025-03-18",88,"Oliver, Williams and Rich","Salastown","Restaurant","+1-509-255-9684-4064",0,"Not Claimed"
576,"Salad","Non-Vegetarian","Lunch",35,"2025-03-24",786,"Simmons-Davis","Basstown","Restaurant","532-668-4291-87339",0,"Not Claimed"
577,"Bread","Non-Vegetarian","Dinner",30,"2025-03-29",161,"Campbell LLC","Perezport","Supermarket","001-211-446-3315-74760",328,"Completed"
578,"Salad","Vegan","Snacks",27,"2025-03-29",285,"Sanchez-Fisher","West Corey","Restaurant","971-803-6233-098",0,"Not Claimed"
579,"Dairy","Vegetarian","Breakfast",44,"2025-03-24",885,"Spears, Anderson and Huffman","Lake Stephen","Restaurant","1906277080",161,"Pending"
579,"Dairy","Vegetarian","Breakfast",44,"2025-03-24",885,"Spears, Anderson and Huffman","Lake Stephen","Restaurant","1906277080",182,"Pending"
579,"Dairy","Vegetarian","Breakfast",44,"2025-03-24",885,"Spears, Anderson and Huffman","Lake Stephen","Restaurant","1906277080",987,"Cancelled"
580,"Rice","Non-Vegetarian","Snacks",21,"2025-03-24",497,"Sparks-Berry","Chelseyfort","Catering Service","867-938-9153-710",924,"Pending"
581,"Salad","Vegetarian","Breakfast",8,"2025-03-20",656,"Henry PLC","South Tiffanyfort","Restaurant","104-576-7855-2145",0,"Not Claimed"
582,"Soup","Vegetarian","Snacks",44,"2025-03-20",501,"Davis-Kennedy","Jordanhaven","Grocery Store","598-048-5675",153,"Cancelled"
583,"Vegetables","Non-Vegetarian","Dinner",44,"2025-03-23",938,"Barker LLC","Hollyhaven","Restaurant","+1-530-780-2072-25507",0,"Not Claimed"
584,"Salad","Non-Vegetarian","Snacks",16,"2025-03-30",590,"Adams-Young","Richchester","Grocery Store","+1-483-651-5816",0,"Not Claimed"
585,"Rice","Vegetarian","Breakfast",3,"2025-03-26",514,"Roy-Hancock","Maxwellburgh","Supermarket"," 186046-9157",331,"Cancelled"
586,"Vegetables","Vegetarian","Breakfast",37,"2025-03-18",54,"Bennett, Phillips and Green","Lake Rachael","Supermarket","001-350-580-0382-854",28,"Pending"
587,"Fruits","Non-Vegetarian","Dinner",22,"2025-03-21",192,"Hunter, Ballard and Caldwell","Leslieville","Catering Service","001-594-592-2116-9925",0,"Not Claimed"
588,"Dairy","Non-Vegetarian","Breakfast",31,"2025-03-27",709,"Barry Group","South Kathryn","Restaurant","+1-533-592-0009-5523",0,"Not Claimed"
589,"Rice","Vegetarian","Dinner",49,"2025-03-20",20,"Drake-Martinez","East Samantha","Catering Service","001-454-212-3510-6135",128,"Cancelled"
589,"Rice","Vegetarian","Dinner",49,"2025-03-20",20,"Drake-Martinez","East Samantha","Catering Service","001-454-212-3510-6135",239,"Pending"
590,"Fruits","Vegan","Snacks",11,"2025-03-28",56,"Morris Ltd","Michaelview","Catering Service","654-751-2531-515",821,"Cancelled"
591,"Fruits","Vegetarian","Breakfast",19,"2025-03-28",154,"Smith-Turner","New John","Supermarket","001-084-709-0706-311",0,"Not Claimed"
592,"Rice","Vegan","Lunch",13,"2025-03-23",341,"Jenkins-Carrillo","Lake Ryanbury","Grocery Store","025-332-6781-596",531,"Pending"
593,"Soup","Vegan","Lunch",2,"2025-03-23",515,"Bowers, Gonzalez and Simmons","Snyderton","Restaurant","+1-401-191-5365-80259",473,"Pending"
594,"Chicken","Non-Vegetarian","Breakfast",35,"2025-03-28",140,"Zhang LLC","Watsonstad","Restaurant","001-943-679-8869-4358",24,"Pending"
594,"Chicken","Non-Vegetarian","Breakfast",35,"2025-03-28",140,"Zhang LLC","Watsonstad","Restaurant","001-943-679-8869-4358",385,"Pending"
595,"Salad","Vegan","Lunch",42,"2025-03-19",358,"Cole-Ochoa","South Crystalberg","Restaurant","001-392-997-5127-129",0,"Not Claimed"
596,"Fish","Non-Vegetarian","Lunch",44,"2025-03-29",158,"Shepherd Group","North Crystal","Catering Service","001-796-831-6588",971,"Completed"
596,"Fish","Non-Vegetarian","Lunch",44,"2025-03-29",158,"Shepherd Group","North Crystal","Catering Service","001-796-831-6588",1000,"Cancelled"
597,"Dairy","Vegetarian","Lunch",12,"2025-03-20",563,"Daniels-Kim","East Angela","Grocery Store","787-621-3654-1971",36,"Pending"
598,"Rice","Non-Vegetarian","Lunch",19,"2025-03-27",981,"Glenn-York","West Stevenport","Restaurant"," 063458-3909-33019",828,"Pending"
599,"Fruits","Vegetarian","Lunch",19,"2025-03-30",232,"Snyder, Caldwell and Campbell","Muellermouth","Supermarket","001-204-401-6159-495",496,"Pending"
599,"Fruits","Vegetarian","Lunch",19,"2025-03-30",232,"Snyder, Caldwell and Campbell","Muellermouth","Supermarket","001-204-401-6159-495",597,"Pending"
599,"Fruits","Vegetarian","Lunch",19,"2025-03-30",232,"Snyder, Caldwell and Campbell","Muellermouth","Supermarket","001-204-401-6159-495",710,"Pending"
600,"Rice","Non-Vegetarian","Snacks",39,"2025-03-24",505,"Sutton, Day and Brooks","Chelseaside","Restaurant","+1-651-831-7090",93,"Pending"
600,"Rice","Non-Vegetarian","Snacks",39,"2025-03-24",505,"Sutton, Day and Brooks","Chelseaside","Restaurant","+1-651-831-7090",662,"Completed"
601,"Vegetables","Vegan","Snacks",9,"2025-03-27",140,"Zhang LLC","Watsonstad","Restaurant","001-943-679-8869-4358",958,"Cancelled"
602,"Chicken","Non-Vegetarian","Breakfast",15,"2025-03-25",913,"Crosby Group","Erikatown","Grocery Store","+1-307-053-5303-7456",261,"Pending"
602,"Chicken","Non-Vegetarian","Breakfast",15,"2025-03-25",913,"Crosby Group","Erikatown","Grocery Store","+1-307-053-5303-7456",445,"Cancelled"
603,"Rice","Non-Vegetarian","Lunch",37,"2025-03-28",858,"Petersen, Morrison and Woods","Johnsonborough","Restaurant","+1-978-137-1967",212,"Completed"
604,"Pasta","Vegan","Breakfast",47,"2025-03-27",578,"Vega Ltd","Port Carrie","Catering Service","829-056-6503-5701",0,"Not Claimed"
605,"Vegetables","Vegetarian","Dinner",20,"2025-03-23",429,"Olson, Johnson and Figueroa","Lake Benjamin","Grocery Store","001-990-205-7079-72906",0,"Not Claimed"
606,"Pasta","Vegetarian","Dinner",36,"2025-03-22",932,"Jones, Allison and Ellison","New Ginaborough","Supermarket"," 692324-3942-4267",406,"Pending"
606,"Pasta","Vegetarian","Dinner",36,"2025-03-22",932,"Jones, Allison and Ellison","New Ginaborough","Supermarket"," 692324-3942-4267",497,"Completed"
606,"Pasta","Vegetarian","Dinner",36,"2025-03-22",932,"Jones, Allison and Ellison","New Ginaborough","Supermarket"," 692324-3942-4267",630,"Completed"
607,"Vegetables","Vegetarian","Dinner",23,"2025-03-20",556,"Reyes, Houston and Esparza","Brittanyland","Catering Service","7525269578",0,"Not Claimed"
608,"Vegetables","Non-Vegetarian","Dinner",27,"2025-03-28",17,"Miller Ltd","West Dawn","Catering Service"," 876537-9861-93433",354,"Pending"
609,"Bread","Vegetarian","Breakfast",38,"2025-03-23",541,"Lewis-Deleon","West Karen","Catering Service","399-298-6885-917",168,"Completed"
609,"Bread","Vegetarian","Breakfast",38,"2025-03-23",541,"Lewis-Deleon","West Karen","Catering Service","399-298-6885-917",338,"Pending"
609,"Bread","Vegetarian","Breakfast",38,"2025-03-23",541,"Lewis-Deleon","West Karen","Catering Service","399-298-6885-917",798,"Pending"
610,"Pasta","Non-Vegetarian","Breakfast",13,"2025-03-30",477,"Alvarado LLC","East Jacobchester","Supermarket","5915828492",307,"Pending"
611,"Vegetables","Vegetarian","Snacks",40,"2025-03-30",993,"Mckinney Ltd","East Stephanie","Restaurant","225-959-2378",43,"Pending"
611,"Vegetables","Vegetarian","Snacks",40,"2025-03-30",993,"Mckinney Ltd","East Stephanie","Restaurant","225-959-2378",464,"Completed"
612,"Vegetables","Non-Vegetarian","Lunch",45,"2025-03-17",874,"Long-Alexander","Priceland","Catering Service","328-638-0829-010",438,"Pending"
613,"Bread","Vegetarian","Dinner",42,"2025-03-20",592,"Chan PLC","North Brendaborough","Restaurant","001-777-423-2427-587",0,"Not Claimed"
614,"Salad","Vegan","Lunch",43,"2025-03-16",146,"Hampton-Lee","Jonathanhaven","Supermarket","663-119-2623-961",804,"Cancelled"
615,"Salad","Vegetarian","Breakfast",11,"2025-03-23",104,"Jackson LLC","Lake Theresa","Catering Service","001-488-905-7389",246,"Completed"
615,"Salad","Vegetarian","Breakfast",11,"2025-03-23",104,"Jackson LLC","Lake Theresa","Catering Service","001-488-905-7389",463,"Completed"
615,"Salad","Vegetarian","Breakfast",11,"2025-03-23",104,"Jackson LLC","Lake Theresa","Catering Service","001-488-905-7389",981,"Cancelled"
616,"Fish","Non-Vegetarian","Dinner",35,"2025-03-20",735,"Koch Inc","Westmouth","Restaurant"," 972427-3809-5165",165,"Pending"
616,"Fish","Non-Vegetarian","Dinner",35,"2025-03-20",735,"Koch Inc","Westmouth","Restaurant"," 972427-3809-5165",931,"Completed"
617,"Soup","Vegetarian","Lunch",27,"2025-03-18",507,"Rojas-Cook","Lake Diane","Grocery Store","+1-019-312-8887-18286",0,"Not Claimed"
618,"Soup","Non-Vegetarian","Dinner",9,"2025-03-18",929,"Allen LLC","Lake Richardhaven","Catering Service","474-088-6934",0,"Not Claimed"
619,"Pasta","Vegan","Snacks",46,"2025-03-29",725,"Nguyen, Chan and Brown","New Evanport","Grocery Store","747-692-4848-020",589,"Cancelled"
620,"Chicken","Vegetarian","Dinner",7,"2025-03-20",497,"Sparks-Berry","Chelseyfort","Catering Service","867-938-9153-710",0,"Not Claimed"
621,"Soup","Non-Vegetarian","Lunch",23,"2025-03-21",979,"Gray PLC","West Hunter","Restaurant","209-149-0656-397",0,"Not Claimed"
622,"Fish","Vegan","Snacks",17,"2025-03-24",857,"Holmes-Schaefer","Jordanborough","Supermarket","759-916-3267-89739",563,"Cancelled"
622,"Fish","Vegan","Snacks",17,"2025-03-24",857,"Holmes-Schaefer","Jordanborough","Supermarket","759-916-3267-89739",572,"Completed"
622,"Fish","Vegan","Snacks",17,"2025-03-24",857,"Holmes-Schaefer","Jordanborough","Supermarket","759-916-3267-89739",685,"Cancelled"
623,"Salad","Vegetarian","Breakfast",38,"2025-03-29",37,"Phelps-Schmidt","New Amanda","Catering Service","001-048-886-1039",919,"Cancelled"
623,"Salad","Vegetarian","Breakfast",38,"2025-03-29",37,"Phelps-Schmidt","New Amanda","Catering Service","001-048-886-1039",972,"Pending"
624,"Fish","Non-Vegetarian","Breakfast",10,"2025-03-16",475,"Henderson Group","Bentonfurt","Catering Service","854-929-8365",32,"Cancelled"
624,"Fish","Non-Vegetarian","Breakfast",10,"2025-03-16",475,"Henderson Group","Bentonfurt","Catering Service","854-929-8365",520,"Completed"
625,"Rice","Vegan","Breakfast",7,"2025-03-22",632,"Oliver, Ross and Johnson","Davidville","Supermarket","001-179-898-4092",676,"Pending"
626,"Salad","Non-Vegetarian","Breakfast",37,"2025-03-29",274,"Shields-Moore","New Dawnborough","Supermarket","9332911651",3,"Completed"
626,"Salad","Non-Vegetarian","Breakfast",37,"2025-03-29",274,"Shields-Moore","New Dawnborough","Supermarket","9332911651",718,"Completed"
627,"Vegetables","Non-Vegetarian","Breakfast",26,"2025-03-17",890,"Simpson, Mcguire and Brown","Pereztown","Restaurant","274-464-1201-34627",816,"Pending"
628,"Fish","Non-Vegetarian","Snacks",5,"2025-03-16",758,"Todd Group","Port Patrick","Catering Service","236-722-8623",0,"Not Claimed"
629,"Bread","Vegan","Breakfast",33,"2025-03-20",694,"Avery PLC","Amandashire","Supermarket","589-122-1214-989",682,"Pending"
630,"Bread","Vegan","Snacks",39,"2025-03-25",478,"Lopez, Roach and Roach","Lake Regina","Catering Service","001-785-448-3246-762",0,"Not Claimed"
631,"Pasta","Non-Vegetarian","Dinner",49,"2025-03-30",232,"Snyder, Caldwell and Campbell","Muellermouth","Supermarket","001-204-401-6159-495",0,"Not Claimed"
632,"Fruits","Vegan","Breakfast",45,"2025-03-25",850,"Cooper, Osborn and Clark","North Stevenbury","Grocery Store","001-548-930-4392-6738",418,"Cancelled"
632,"Fruits","Vegan","Breakfast",45,"2025-03-25",850,"Cooper, Osborn and Clark","North Stevenbury","Grocery Store","001-548-930-4392-6738",465,"Pending"
632,"Fruits","Vegan","Breakfast",45,"2025-03-25",850,"Cooper, Osborn and Clark","North Stevenbury","Grocery Store","001-548-930-4392-6738",889,"Cancelled"
633,"Salad","Vegan","Snacks",19,"2025-03-28",922,"Villegas Inc","Lake Michael","Restaurant","3387210560",302,"Pending"
633,"Salad","Vegan","Snacks",19,"2025-03-28",922,"Villegas Inc","Lake Michael","Restaurant","3387210560",698,"Cancelled"
